State,Survey Year,Age,Past Month Illicit Drug Use (total),Past Year Marijuana Use (total),Past Month Marijuana Use (total),Past Year Cocaine Use (total),Past Month Alcohol Use (total),Past Month Binge Alcohol Use (total),Past Month Cigarette Use (total),First Use of Marijuana (total),Past Month Illicit Drug Use Other Than Marijuana (total),Past Year Heroin Use (total),Past Year Methamphetamine Use (total),Past Year Misuse of Pain Relievers (total),Illicit Drug Use Disorder (total),Pain Reliever Use Disorder (total),Alcohol Use Disorder (total),Substance Use Disorder (total),Past Month Illicit Drug Use %,Past Year Marijuana Use %,Past Month Marijuana Use %,Past Year Cocaine Use %,Past Month Alcohol Use %,Past Month Binge Alcohol Use %,Past Month Cigarette Use %,First Use of Marijuana %,Past Month Illicit Drug Use Other Than Marijuana %,Past Year Heroin Use %,Past Year Methamphetamine Use %,Past Year Misuse of Pain Relievers %,Illicit Drug Use Disorder %,Pain Reliever Use Disorder %,Alcohol Use Disorder %,Substance Use Disorder %
Utah,2018,18+,170.0,244.0,137.0,39.0,679.0,362.0,298.0,23.0,65.0,7.0,16.0,86.0,55.0,15.0,104.0,140.0,7.8,11.16,6.28,1.76,31.14,16.6,13.68,1.35,2.96,0.31,0.71,3.94,2.52,0.68,4.79,6.42
Utah,2018,18-25,65.0,96.0,55.0,18.0,127.0,92.0,54.0,16.0,23.0,2.0,4.0,26.0,23.0,4.0,32.0,44.0,16.42,24.23,13.81,4.52,31.99,23.01,13.51,5.57,5.72,0.45,1.09,6.48,5.7,1.0,8.09,11.16
Utah,2018,26+,105.0,147.0,82.0,21.0,551.0,270.0,245.0,7.0,42.0,5.0,11.0,60.0,32.0,11.0,72.0,96.0,5.9,8.26,4.62,1.16,30.98,15.19,13.74,0.38,2.35,0.27,0.63,3.37,1.81,0.61,4.05,5.37
Utah,2019,12+,208.0,314.0,164.0,32.0,742.0,413.0,291.0,35.0,77.0,7.0,22.0,94.0,73.0,15.0,106.0,158.0,8.14,12.36,6.42,1.27,29.16,16.23,11.45,1.84,3.02,0.26,0.87,3.68,2.89,0.59,4.16,6.21
Utah,2019,12-17,19.0,32.0,14.0,2.0,18.0,13.0,6.0,12.0,8.0,0.0,1.0,6.0,8.0,1.0,5.0,12.0,6.03,10.23,4.58,0.52,5.67,4.06,1.82,3.68,2.55,0.02,0.26,2.05,2.7,0.38,1.57,3.77
Utah,2019,18+,189.0,282.0,149.0,31.0,724.0,400.0,286.0,23.0,69.0,7.0,21.0,87.0,65.0,14.0,101.0,146.0,8.44,12.66,6.68,1.38,32.47,17.94,12.81,1.45,3.09,0.3,0.96,3.91,2.91,0.62,4.52,6.56
Utah,2019,18-25,67.0,104.0,59.0,15.0,132.0,95.0,54.0,16.0,23.0,1.0,5.0,21.0,27.0,3.0,31.0,47.0,16.58,25.71,14.5,3.65,32.49,23.46,13.28,5.48,5.72,0.28,1.25,5.07,6.75,0.69,7.67,11.68
Utah,2019,26+,121.0,178.0,90.0,16.0,592.0,305.0,232.0,7.0,46.0,6.0,16.0,67.0,38.0,11.0,70.0,99.0,6.66,9.77,4.96,0.88,32.49,16.74,12.72,0.5,2.5,0.3,0.89,3.66,2.06,0.61,3.83,5.43
Vermont,2013,12+,69.0,104.0,64.0,11.0,319.0,115.0,116.0,,,,,,,,,,12.68,19.1,11.76,2.0,58.82,21.16,21.42,,,,,,,,,
Vermont,2013,12-17,6.0,9.0,5.0,0.0,7.0,4.0,4.0,,,,,,,,,,13.69,19.78,11.34,0.82,14.83,8.67,8.11,,,,,,,,,
Vermont,2013,18+,63.0,95.0,59.0,10.0,312.0,111.0,113.0,,,,,,,,,,12.59,19.04,11.8,2.1,62.8,22.29,22.62,,,,,,,,,
Vermont,2013,18-25,22.0,34.0,21.0,5.0,51.0,33.0,26.0,,,,,,,,,,30.02,46.77,28.74,6.35,69.27,45.13,35.13,,,,,,,,,
Vermont,2013,26+,41.0,60.0,38.0,6.0,261.0,78.0,87.0,,,,,,,,,,9.6,14.27,8.88,1.37,61.68,18.37,20.47,,,,,,,,,
Vermont,2014,12+,79.0,108.0,72.0,12.0,332.0,127.0,115.0,,,,,,,,,,14.46,19.97,13.24,2.25,61.2,23.36,21.23,,,,,,,,,
Vermont,2014,12-17,6.0,8.0,5.0,0.0,6.0,3.0,3.0,,,,,,,,,,12.73,18.27,11.4,0.78,13.76,7.45,7.03,,,,,,,,,
Vermont,2014,18+,73.0,100.0,67.0,12.0,326.0,123.0,112.0,,,,,,,,,,14.62,20.11,13.4,2.37,65.4,24.77,22.49,,,,,,,,,
Vermont,2014,18-25,24.0,34.0,23.0,5.0,53.0,35.0,24.0,,,,,,,,,,32.3,46.28,30.6,7.37,71.5,46.76,32.51,,,,,,,,,
Vermont,2014,26+,49.0,66.0,44.0,6.0,273.0,89.0,88.0,,,,,,,,,,11.55,15.57,10.42,1.51,64.35,20.95,20.75,,,,,,,,,
Vermont,2015,12+,,111.0,80.0,15.0,330.0,,119.0,6.0,,4.0,,,,,38.0,,,20.5,14.74,2.67,60.67,,21.98,2.86,,0.77,,,,,6.95,
Vermont,2015,12-17,,7.0,5.0,0.0,6.0,,3.0,2.0,,0.0,,,,,1.0,,,17.04,10.86,0.81,13.16,,6.2,6.97,,0.18,,,,,2.75,
Vermont,2015,18+,,104.0,75.0,14.0,324.0,,117.0,4.0,,4.0,,,,,37.0,,,20.8,15.08,2.83,64.82,,23.36,2.1,,0.83,,,,,7.32,
Vermont,2015,18-25,,36.0,26.0,7.0,52.0,,25.0,3.0,,1.0,,,,,12.0,,,48.3,34.95,9.33,70.65,,33.55,13.02,,1.47,,,,,15.5,
Vermont,2015,26+,,68.0,49.0,7.0,271.0,,92.0,1.0,,3.0,,,,,25.0,,,16.0,11.61,1.7,63.8,,21.58,0.45,,0.72,,,,,5.89,
Vermont,2016,12+,99.0,118.0,92.0,16.0,327.0,146.0,121.0,7.0,25.0,3.0,,26.0,21.0,5.0,37.0,50.0,18.2,21.79,16.96,3.02,60.17,26.9,22.33,3.08,4.68,0.56,,4.81,3.79,0.9,6.8,9.26
Vermont,2016,12-17,5.0,7.0,4.0,0.0,6.0,3.0,3.0,2.0,1.0,0.0,,1.0,2.0,0.0,1.0,2.0,10.9,15.64,9.44,1.14,12.86,7.82,6.23,6.53,2.15,0.15,,3.24,3.87,0.4,2.6,5.41
Vermont,2016,18+,94.0,112.0,88.0,16.0,321.0,143.0,119.0,4.0,25.0,3.0,,25.0,19.0,5.0,36.0,48.0,18.83,22.32,17.6,3.18,64.22,28.53,23.7,2.41,4.9,0.59,,4.94,3.78,0.94,7.16,9.59
Vermont,2016,18-25,30.0,36.0,29.0,8.0,52.0,36.0,27.0,3.0,10.0,1.0,,7.0,8.0,1.0,11.0,16.0,40.0,48.06,38.16,10.83,69.0,47.52,35.63,12.4,13.92,1.19,,9.71,10.99,1.82,15.21,21.89
Vermont,2016,26+,64.0,76.0,60.0,8.0,270.0,107.0,92.0,1.0,14.0,2.0,,17.0,11.0,3.0,24.0,32.0,15.12,17.81,14.0,1.84,63.39,25.21,21.62,0.7,3.32,0.49,,4.1,2.52,0.79,5.75,7.44
Vermont,2017,12+,105.0,129.0,101.0,19.0,337.0,148.0,112.0,7.0,26.0,3.0,3.0,23.0,20.0,4.0,39.0,52.0,19.41,23.84,18.64,3.5,62.09,27.32,20.55,3.35,4.71,0.48,0.49,4.22,3.76,0.76,7.26,9.64
Vermont,2017,12-17,5.0,8.0,5.0,0.0,6.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,11.8,17.88,10.75,0.93,13.62,7.15,5.75,7.25,2.4,0.08,0.13,2.76,3.99,0.42,2.53,5.47
Vermont,2017,18+,100.0,122.0,97.0,19.0,331.0,145.0,109.0,4.0,25.0,3.0,3.0,22.0,19.0,4.0,38.0,50.0,20.05,24.34,19.3,3.72,66.16,29.02,21.79,2.6,4.91,0.51,0.53,4.35,3.74,0.79,7.65,9.99
Vermont,2017,18-25,30.0,37.0,29.0,9.0,53.0,37.0,25.0,3.0,11.0,1.0,1.0,6.0,8.0,1.0,12.0,17.0,40.32,50.08,38.8,12.24,70.91,49.25,33.38,12.14,14.55,1.05,1.27,8.02,11.17,1.26,16.03,22.65
Vermont,2017,26+,70.0,85.0,68.0,10.0,279.0,109.0,84.0,1.0,14.0,2.0,2.0,16.0,10.0,3.0,26.0,33.0,16.53,19.86,15.91,2.23,65.34,25.5,19.77,0.88,3.23,0.42,0.39,3.71,2.45,0.7,6.2,7.79
Vermont,2018,12+,111.0,138.0,105.0,19.0,340.0,150.0,104.0,8.0,23.0,4.0,3.0,21.0,22.0,5.0,40.0,55.0,20.3,25.33,19.3,3.42,62.44,27.59,19.18,4.01,4.3,0.65,0.6,3.8,4.06,0.85,7.42,10.14
Vermont,2018,12-17,6.0,9.0,5.0,0.0,6.0,3.0,2.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,13.92,20.69,12.67,0.81,15.21,7.42,5.49,9.57,3.13,0.09,0.25,2.61,4.38,0.48,2.91,5.61
Vermont,2018,18+,105.0,129.0,100.0,18.0,334.0,147.0,102.0,5.0,22.0,4.0,3.0,20.0,20.0,4.0,39.0,53.0,20.82,25.71,19.84,3.63,66.34,29.25,20.31,2.96,4.4,0.7,0.63,3.9,4.03,0.88,7.8,10.51
Vermont,2018,18-25,29.0,38.0,28.0,8.0,52.0,36.0,22.0,4.0,8.0,1.0,1.0,5.0,8.0,1.0,11.0,16.0,38.41,51.44,37.67,11.06,70.49,47.92,29.32,14.66,10.39,0.85,1.0,7.07,10.54,1.02,14.34,20.98
Vermont,2018,26+,76.0,91.0,72.0,10.0,281.0,112.0,80.0,1.0,14.0,3.0,2.0,14.0,12.0,4.0,29.0,37.0,17.79,21.27,16.76,2.35,65.64,26.03,18.75,0.88,3.36,0.67,0.56,3.35,2.91,0.86,6.67,8.7
Vermont,2019,12+,115.0,148.0,108.0,17.0,332.0,142.0,96.0,8.0,22.0,3.0,4.0,19.0,22.0,4.0,37.0,53.0,21.13,27.04,19.74,3.06,60.89,26.06,17.55,4.19,3.95,0.54,0.68,3.52,4.0,0.75,6.84,9.75
Vermont,2019,12-17,6.0,9.0,5.0,0.0,6.0,3.0,2.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,14.14,21.13,12.84,0.68,13.58,7.51,4.56,9.31,2.64,0.05,0.28,2.35,4.57,0.46,2.56,5.5
Vermont,2019,18+,110.0,139.0,102.0,16.0,327.0,139.0,94.0,5.0,20.0,3.0,4.0,18.0,20.0,4.0,36.0,51.0,21.7,27.52,20.3,3.25,64.74,27.57,18.6,3.25,4.06,0.59,0.72,3.61,3.95,0.78,7.18,10.1
Vermont,2019,18-25,29.0,38.0,29.0,7.0,50.0,33.0,18.0,4.0,6.0,0.0,1.0,4.0,7.0,1.0,9.0,14.0,39.7,52.18,38.99,9.09,67.67,45.24,24.68,15.54,8.56,0.56,1.05,5.44,9.95,0.8,12.28,18.34
Vermont,2019,26+,80.0,100.0,74.0,10.0,277.0,106.0,76.0,1.0,14.0,3.0,3.0,14.0,13.0,3.0,27.0,37.0,18.62,23.31,17.11,2.25,64.25,24.56,17.57,1.14,3.29,0.59,0.66,3.3,2.93,0.77,6.31,8.69
Virginia,2013,12+,544.0,839.0,425.0,101.0,3734.0,1502.0,1531.0,,,,,,,,,,8.04,12.39,6.29,1.49,55.15,22.19,22.61,,,,,,,,,
Virginia,2013,12-17,48.0,88.0,38.0,3.0,74.0,39.0,38.0,,,,,,,,,,7.73,14.16,6.05,0.5,11.96,6.26,6.13,,,,,,,,,
Virginia,2013,18+,496.0,751.0,388.0,98.0,3660.0,1463.0,1493.0,,,,,,,,,,8.07,12.22,6.31,1.59,59.51,23.79,24.27,,,,,,,,,
Virginia,2013,18-25,177.0,291.0,152.0,30.0,571.0,367.0,284.0,,,,,,,,,,19.78,32.53,17.03,3.39,63.94,41.03,31.78,,,,,,,,,
Virginia,2013,26+,319.0,460.0,236.0,67.0,3088.0,1097.0,1209.0,,,,,,,,,,6.08,8.76,4.49,1.28,58.76,20.86,23.0,,,,,,,,,
Virginia,2014,12+,562.0,891.0,469.0,108.0,3607.0,1578.0,1543.0,,,,,,,,,,8.23,13.04,6.86,1.57,52.75,23.09,22.57,,,,,,,,,
Virginia,2014,12-17,46.0,79.0,37.0,3.0,70.0,36.0,31.0,,,,,,,,,,7.37,12.64,5.89,0.51,11.2,5.71,4.99,,,,,,,,,
Virginia,2014,18+,516.0,813.0,432.0,104.0,3537.0,1543.0,1512.0,,,,,,,,,,8.31,13.08,6.96,1.68,56.91,24.83,24.33,,,,,,,,,
Virginia,2014,18-25,178.0,290.0,160.0,34.0,556.0,369.0,273.0,,,,,,,,,,19.84,32.31,17.85,3.74,62.04,41.11,30.41,,,,,,,,,
Virginia,2014,26+,339.0,523.0,272.0,71.0,2981.0,1174.0,1240.0,,,,,,,,,,6.37,9.83,5.12,1.33,56.05,22.08,23.31,,,,,,,,,
Virginia,2015,12+,,796.0,457.0,85.0,3572.0,,1387.0,76.0,,25.0,,,,,397.0,,,11.54,6.63,1.24,51.77,,20.11,1.9,,0.36,,,,,5.76,
Virginia,2015,12-17,,71.0,34.0,3.0,67.0,,24.0,29.0,,1.0,,,,,14.0,,,11.42,5.44,0.46,10.65,,3.92,5.03,,0.11,,,,,2.19,
Virginia,2015,18+,,725.0,423.0,82.0,3505.0,,1363.0,48.0,,24.0,,,,,384.0,,,11.55,6.74,1.31,55.86,,21.72,1.38,,0.38,,,,,6.12,
Virginia,2015,18-25,,270.0,160.0,31.0,544.0,,252.0,39.0,,7.0,,,,,103.0,,,30.07,17.82,3.5,60.66,,28.12,8.1,,0.8,,,,,11.43,
Virginia,2015,26+,,455.0,263.0,51.0,2961.0,,1111.0,9.0,,17.0,,,,,281.0,,,8.46,4.9,0.95,55.06,,20.65,0.29,,0.32,,,,,5.23,
Virginia,2016,12+,575.0,768.0,476.0,103.0,3613.0,1704.0,1355.0,73.0,204.0,26.0,,288.0,180.0,45.0,396.0,512.0,8.28,11.06,6.86,1.48,52.02,24.53,19.52,1.86,2.94,0.38,,4.14,2.58,0.65,5.7,7.38
Virginia,2016,12-17,43.0,66.0,34.0,3.0,64.0,33.0,24.0,28.0,15.0,0.0,,22.0,17.0,3.0,13.0,23.0,6.87,10.51,5.35,0.43,10.2,5.32,3.77,4.92,2.46,0.01,,3.58,2.75,0.53,2.08,3.71
Virginia,2016,18+,532.0,702.0,443.0,100.0,3549.0,1671.0,1332.0,45.0,189.0,26.0,,265.0,162.0,42.0,383.0,489.0,8.42,11.11,7.01,1.59,56.17,26.44,21.08,1.34,2.99,0.41,,4.2,2.57,0.66,6.06,7.74
Virginia,2016,18-25,176.0,274.0,159.0,38.0,547.0,362.0,237.0,35.0,59.0,7.0,,65.0,59.0,8.0,96.0,136.0,19.81,30.81,17.94,4.31,61.6,40.75,26.72,7.61,6.61,0.76,,7.36,6.66,0.88,10.85,15.27
Virginia,2016,26+,356.0,429.0,283.0,62.0,3002.0,1309.0,1094.0,10.0,130.0,19.0,,200.0,103.0,34.0,286.0,354.0,6.55,7.89,5.22,1.15,55.28,24.1,20.15,0.33,2.39,0.35,,3.68,1.9,0.63,5.28,6.51
Virginia,2017,12+,575.0,824.0,486.0,135.0,3658.0,1641.0,1190.0,69.0,211.0,25.0,26.0,269.0,192.0,43.0,384.0,518.0,8.22,11.78,6.96,1.93,52.31,23.47,17.02,1.82,3.01,0.36,0.37,3.85,2.74,0.62,5.49,7.41
Virginia,2017,12-17,42.0,65.0,34.0,3.0,60.0,30.0,21.0,26.0,14.0,0.0,1.0,20.0,16.0,3.0,12.0,23.0,6.73,10.35,5.48,0.43,9.62,4.83,3.36,4.52,2.27,0.02,0.11,3.15,2.57,0.47,1.9,3.65
Virginia,2017,18+,533.0,759.0,452.0,132.0,3598.0,1611.0,1169.0,44.0,196.0,25.0,25.0,249.0,175.0,40.0,372.0,495.0,8.37,11.92,7.1,2.08,56.53,25.31,18.37,1.35,3.09,0.39,0.4,3.92,2.75,0.63,5.84,7.78
Virginia,2017,18-25,182.0,272.0,162.0,46.0,517.0,342.0,209.0,32.0,59.0,6.0,6.0,62.0,65.0,7.0,95.0,141.0,20.77,30.99,18.47,5.26,58.85,39.01,23.78,7.06,6.77,0.72,0.69,7.04,7.38,0.81,10.77,16.1
Virginia,2017,26+,350.0,486.0,290.0,86.0,3081.0,1268.0,960.0,11.0,137.0,19.0,19.0,188.0,111.0,33.0,277.0,354.0,6.39,8.87,5.28,1.57,56.16,23.12,17.5,0.41,2.5,0.34,0.35,3.42,2.01,0.6,5.05,6.45
Virginia,2018,12+,609.0,841.0,512.0,128.0,3595.0,1606.0,1093.0,66.0,205.0,24.0,26.0,244.0,179.0,43.0,364.0,492.0,8.64,11.93,7.27,1.82,51.02,22.8,15.51,1.68,2.91,0.34,0.37,3.46,2.54,0.61,5.17,6.99
Virginia,2018,12-17,44.0,67.0,35.0,2.0,57.0,30.0,18.0,27.0,14.0,0.0,1.0,15.0,16.0,2.0,10.0,22.0,7.05,10.69,5.64,0.37,9.13,4.77,2.78,4.66,2.19,0.04,0.15,2.33,2.53,0.37,1.63,3.56
Virginia,2018,18+,564.0,773.0,477.0,126.0,3538.0,1576.0,1075.0,39.0,191.0,24.0,25.0,229.0,163.0,40.0,354.0,470.0,8.8,12.05,7.43,1.96,55.13,24.56,16.76,1.19,2.98,0.37,0.39,3.57,2.54,0.63,5.52,7.32
Virginia,2018,18-25,192.0,275.0,170.0,45.0,497.0,322.0,202.0,29.0,57.0,4.0,4.0,58.0,60.0,7.0,89.0,131.0,21.97,31.48,19.5,5.19,56.81,36.84,23.13,6.5,6.49,0.5,0.49,6.65,6.88,0.84,10.15,15.01
Virginia,2018,26+,372.0,498.0,307.0,80.0,3041.0,1254.0,873.0,10.0,134.0,20.0,21.0,171.0,103.0,33.0,265.0,339.0,6.72,8.99,5.53,1.45,54.87,22.63,15.75,0.37,2.42,0.35,0.37,3.09,1.86,0.6,4.78,6.11
Virginia,2019,12+,654.0,866.0,559.0,127.0,3621.0,1614.0,1169.0,78.0,200.0,18.0,28.0,240.0,211.0,33.0,358.0,496.0,9.24,12.23,7.89,1.8,51.14,22.79,16.51,1.89,2.83,0.26,0.4,3.39,2.98,0.47,5.06,7.01
Virginia,2019,12-17,44.0,61.0,34.0,2.0,57.0,29.0,18.0,29.0,14.0,0.0,1.0,15.0,20.0,2.0,10.0,23.0,6.99,9.65,5.41,0.31,9.07,4.64,2.79,4.87,2.17,0.02,0.14,2.3,3.14,0.38,1.52,3.71
Virginia,2019,18+,610.0,805.0,525.0,125.0,3564.0,1585.0,1152.0,50.0,187.0,18.0,27.0,225.0,191.0,31.0,349.0,473.0,9.46,12.48,8.13,1.94,55.25,24.57,17.85,1.42,2.9,0.28,0.42,3.49,2.96,0.47,5.41,7.33
Virginia,2019,18-25,196.0,287.0,176.0,45.0,507.0,314.0,185.0,34.0,53.0,3.0,5.0,52.0,72.0,5.0,82.0,131.0,22.5,32.96,20.26,5.2,58.33,36.08,21.32,7.53,6.15,0.33,0.58,5.94,8.3,0.61,9.4,15.02
Virginia,2019,26+,415.0,518.0,349.0,80.0,3057.0,1271.0,966.0,16.0,133.0,15.0,22.0,174.0,119.0,25.0,267.0,342.0,7.43,9.29,6.25,1.43,54.77,22.77,17.31,0.53,2.39,0.28,0.4,3.11,2.13,0.45,4.78,6.13
Washington,2013,12+,792.0,1008.0,708.0,98.0,3093.0,1200.0,1144.0,,,,,,,,,,13.74,17.48,12.28,1.7,53.64,20.8,19.83,,,,,,,,,
Washington,2013,12-17,61.0,87.0,52.0,4.0,61.0,36.0,35.0,,,,,,,,,,11.46,16.48,9.81,0.68,11.6,6.81,6.64,,,,,,,,,
Washington,2013,18+,732.0,921.0,656.0,94.0,3032.0,1164.0,1108.0,,,,,,,,,,13.97,17.58,12.53,1.8,57.89,22.21,21.16,,,,,,,,,
Washington,2013,18-25,204.0,277.0,189.0,39.0,448.0,286.0,226.0,,,,,,,,,,27.65,37.57,25.56,5.3,60.68,38.72,30.68,,,,,,,,,
Washington,2013,26+,527.0,643.0,468.0,55.0,2584.0,878.0,882.0,,,,,,,,,,11.72,14.3,10.39,1.23,57.44,19.51,19.6,,,,,,,,,
Washington,2014,12+,828.0,1105.0,747.0,112.0,3136.0,1187.0,1160.0,,,,,,,,,,14.17,18.92,12.79,1.92,53.71,20.33,19.86,,,,,,,,,
Washington,2014,12-17,60.0,93.0,53.0,4.0,55.0,30.0,30.0,,,,,,,,,,11.39,17.53,10.06,0.73,10.44,5.56,5.57,,,,,,,,,
Washington,2014,18+,767.0,1012.0,693.0,108.0,3080.0,1158.0,1130.0,,,,,,,,,,14.45,19.06,13.06,2.04,58.03,21.81,21.29,,,,,,,,,
Washington,2014,18-25,202.0,271.0,181.0,41.0,438.0,264.0,207.0,,,,,,,,,,27.2,36.5,24.47,5.54,59.03,35.67,27.93,,,,,,,,,
Washington,2014,26+,566.0,741.0,512.0,67.0,2643.0,893.0,923.0,,,,,,,,,,12.39,16.23,11.21,1.47,57.87,19.56,20.21,,,,,,,,,
Washington,2015,12+,,1037.0,665.0,109.0,3395.0,,1038.0,69.0,,24.0,,,,,337.0,,,17.49,11.22,1.84,57.26,,17.51,2.3,,0.4,,,,,5.68,
Washington,2015,12-17,,83.0,49.0,4.0,57.0,,22.0,27.0,,1.0,,,,,15.0,,,15.61,9.17,0.67,10.65,,4.1,5.96,,0.15,,,,,2.74,
Washington,2015,18+,,954.0,616.0,105.0,3338.0,,1016.0,42.0,,23.0,,,,,322.0,,,17.68,11.42,1.95,61.84,,18.83,1.63,,0.43,,,,,5.97,
Washington,2015,18-25,,261.0,163.0,40.0,436.0,,177.0,33.0,,6.0,,,,,86.0,,,35.03,21.87,5.39,58.45,,23.73,9.0,,0.86,,,,,11.57,
Washington,2015,26+,,693.0,453.0,65.0,2903.0,,839.0,9.0,,17.0,,,,,236.0,,,14.9,9.74,1.4,62.39,,18.04,0.41,,0.36,,,,,5.07,
Washington,2016,12+,818.0,1140.0,724.0,117.0,3364.0,1415.0,957.0,76.0,215.0,28.0,,324.0,192.0,48.0,345.0,492.0,13.58,18.93,12.02,1.94,55.8,23.48,15.89,2.44,3.58,0.46,,5.37,3.19,0.79,5.73,8.17
Washington,2016,12-17,52.0,72.0,42.0,4.0,47.0,26.0,19.0,26.0,14.0,0.0,,20.0,22.0,3.0,12.0,29.0,9.78,13.54,7.93,0.79,8.86,4.83,3.61,5.39,2.57,0.08,,3.71,4.11,0.52,2.3,5.43
Washington,2016,18+,766.0,1068.0,682.0,113.0,3317.0,1389.0,938.0,50.0,202.0,27.0,,304.0,170.0,45.0,333.0,463.0,13.94,19.45,12.41,2.05,60.34,25.28,17.07,1.88,3.67,0.49,,5.53,3.1,0.82,6.06,8.43
Washington,2016,18-25,184.0,284.0,174.0,43.0,428.0,270.0,172.0,32.0,54.0,6.0,,58.0,53.0,9.0,80.0,111.0,24.72,38.12,23.3,5.75,57.37,36.15,23.08,8.54,7.18,0.81,,7.82,7.17,1.16,10.7,14.93
Washington,2016,26+,581.0,784.0,508.0,70.0,2889.0,1120.0,766.0,18.0,148.0,21.0,,246.0,117.0,36.0,253.0,352.0,12.23,16.49,10.69,1.47,60.8,23.56,16.12,0.74,3.12,0.44,,5.17,2.46,0.76,5.32,7.4
Washington,2017,12+,1034.0,1378.0,938.0,143.0,3388.0,1392.0,1012.0,94.0,236.0,26.0,45.0,303.0,215.0,42.0,373.0,525.0,16.87,22.49,15.3,2.33,55.23,22.71,16.5,2.91,3.86,0.42,0.73,4.94,3.5,0.69,6.09,8.56
Washington,2017,12-17,56.0,80.0,48.0,4.0,54.0,27.0,18.0,27.0,15.0,0.0,1.0,18.0,22.0,3.0,12.0,28.0,10.5,14.97,8.96,0.7,10.05,5.02,3.4,5.81,2.71,0.07,0.19,3.45,4.16,0.54,2.29,5.18
Washington,2017,18+,978.0,1298.0,890.0,139.0,3334.0,1365.0,994.0,67.0,222.0,26.0,44.0,284.0,192.0,39.0,361.0,497.0,17.48,23.21,15.9,2.49,59.55,24.41,17.76,2.36,3.97,0.46,0.78,5.08,3.44,0.7,6.45,8.89
Washington,2017,18-25,204.0,312.0,196.0,48.0,447.0,280.0,163.0,38.0,53.0,5.0,9.0,52.0,59.0,6.0,78.0,114.0,27.56,42.12,26.48,6.52,60.41,37.9,21.96,10.3,7.21,0.72,1.2,6.97,7.99,0.82,10.55,15.44
Washington,2017,26+,774.0,986.0,694.0,91.0,2887.0,1085.0,831.0,29.0,168.0,20.0,35.0,233.0,133.0,33.0,283.0,383.0,15.93,20.3,14.28,1.87,59.42,22.33,17.11,1.02,3.47,0.42,0.72,4.79,2.74,0.68,5.82,7.88
Washington,2018,12+,1118.0,1467.0,1024.0,154.0,3539.0,1358.0,1098.0,110.0,221.0,19.0,50.0,258.0,216.0,41.0,368.0,514.0,17.89,23.48,16.39,2.46,56.64,21.74,17.58,3.59,3.53,0.3,0.8,4.13,3.46,0.66,5.89,8.22
Washington,2018,12-17,61.0,87.0,54.0,3.0,60.0,30.0,19.0,28.0,15.0,0.0,1.0,17.0,21.0,3.0,13.0,27.0,11.31,16.11,9.94,0.63,11.13,5.57,3.57,6.24,2.82,0.06,0.2,3.2,3.83,0.47,2.49,5.01
Washington,2018,18+,1057.0,1380.0,971.0,150.0,3479.0,1328.0,1079.0,82.0,205.0,19.0,49.0,241.0,196.0,39.0,354.0,487.0,18.51,24.18,17.01,2.64,60.96,23.27,18.91,3.07,3.6,0.33,0.86,4.22,3.43,0.68,6.21,8.53
Washington,2018,18-25,232.0,328.0,224.0,50.0,443.0,258.0,144.0,44.0,48.0,4.0,9.0,46.0,67.0,6.0,82.0,124.0,31.44,44.5,30.44,6.85,60.08,35.07,19.55,12.51,6.56,0.54,1.22,6.21,9.14,0.82,11.13,16.78
Washington,2018,26+,825.0,1052.0,746.0,100.0,3037.0,1069.0,935.0,38.0,157.0,15.0,40.0,195.0,128.0,33.0,272.0,363.0,16.59,21.16,15.01,2.01,61.08,21.51,18.81,1.48,3.16,0.29,0.8,3.93,2.58,0.66,5.48,7.3
Washington,2019,12+,1235.0,1624.0,1127.0,144.0,3497.0,1370.0,1081.0,105.0,233.0,23.0,47.0,256.0,199.0,38.0,368.0,527.0,19.46,25.58,17.75,2.26,55.08,21.58,17.02,3.51,3.68,0.36,0.74,4.03,3.14,0.6,5.79,8.3
Washington,2019,12-17,61.0,89.0,54.0,3.0,54.0,27.0,13.0,29.0,13.0,0.0,1.0,14.0,19.0,2.0,11.0,26.0,11.19,16.38,9.92,0.53,9.96,4.88,2.43,6.35,2.35,0.03,0.16,2.5,3.39,0.37,2.01,4.84
Washington,2019,18+,1174.0,1535.0,1073.0,141.0,3443.0,1343.0,1067.0,75.0,221.0,22.0,46.0,242.0,181.0,36.0,357.0,500.0,20.24,26.45,18.49,2.43,59.32,23.15,18.39,2.93,3.8,0.39,0.79,4.18,3.12,0.62,6.15,8.62
Washington,2019,18-25,244.0,336.0,235.0,46.0,393.0,220.0,125.0,41.0,42.0,3.0,6.0,38.0,59.0,5.0,75.0,115.0,32.99,45.5,31.8,6.22,53.19,29.87,16.96,11.45,5.72,0.4,0.85,5.15,8.06,0.68,10.18,15.58
Washington,2019,26+,931.0,1199.0,838.0,95.0,3050.0,1123.0,942.0,34.0,178.0,19.0,40.0,204.0,121.0,31.0,282.0,385.0,18.37,23.67,16.54,1.87,60.21,22.17,18.6,1.41,3.52,0.38,0.78,4.03,2.4,0.61,5.56,7.61
West Region,2013,12+,6977.0,8887.0,5702.0,1222.0,31087.0,13267.0,11239.0,,,,,,,,,,11.45,14.59,9.36,2.0,51.02,21.77,18.45,,,,,,,,,
