State,Age,Year,Past Month Illicit Drug Use (total),Past Year Marijuana Use (total),Past Month Marijuana Use (total),Past Year Cocaine Use (total),Past Month Alcohol Use (total),Past Month Binge Alcohol Use (total),Past Month Cigarette Use (total),First Use of Marijuana (total),Past Month Illicit Drug Use Other Than Marijuana (total),Past Year Heroin Use (total),Past Year Methamphetamine Use (total),Past Year Misuse of Pain Relievers (total),Illicit Drug Use Disorder (total),Pain Reliever Use Disorder (total),Alcohol Use Disorder (total),Substance Use Disorder (total),Past Month Illicit Drug Use %,Past Year Marijuana Use %,Past Month Marijuana Use %,Past Year Cocaine Use %,Past Month Alcohol Use %,Past Month Binge Alcohol Use %,Past Month Cigarette Use %,First Use of Marijuana %,Past Month Illicit Drug Use Other Than Marijuana %,Past Year Heroin Use %,Past Year Methamphetamine Use %,Past Year Misuse of Pain Relievers %,Illicit Drug Use Disorder %,Pain Reliever Use Disorder %,Alcohol Use Disorder %,Substance Use Disorder %
UTAH,26+,2014,,,,,,,,,,,,,,,,,5.71,6.85,4.25,0.72,35.21,15.45,16.25,,,,,,,,,
UTAH,26+,2018,,,,,,,,,,,,,,,,,5.9,8.26,4.62,1.16,30.98,15.19,13.74,0.38,2.35,0.27,0.63,3.37,1.81,0.61,4.05,5.37
UTAH,26+,2019,,,,,,,,,,,,,,,,,6.66,9.77,4.96,0.88,32.49,16.74,12.72,0.5,2.5,0.3,0.89,3.66,2.06,0.61,3.83,5.43
UTAH,18-25,2017,,,,,,,,,,,,,,,,,17,23.74,14.71,4.67,36.17,27.32,17.78,6.1,5.78,0.58,1.38,7.49,6.93,1.25,8.92,12.42
VERMONT,18-25,2013,22,34,21,5,51,33,26,,,,,,,,,,,,,,,,,,,,,,,,,
UTAH,18-25,2016,,,,,,,,,,,,,,,,,15.04,21.76,12.07,3.53,37.41,27.81,18.63,5.71,6.06,0.49,,8.29,6.85,1.54,8.74,11.82
UTAH,18+,2014,,,,,,,,,,,,,,,,,7.33,9.81,5.61,1.19,35.48,17.44,17.09,,,,,,,,,
UTAH,18+,2018,,,,,,,,,,,,,,,,,7.8,11.16,6.28,1.76,31.14,16.6,13.68,1.35,2.96,0.31,0.71,3.94,2.52,0.68,4.79,6.42
UTAH,18+,2019,,,,,,,,,,,,,,,,,8.44,12.66,6.68,1.38,32.47,17.94,12.81,1.45,3.09,0.3,0.96,3.91,2.91,0.62,4.52,6.56
UTAH,26+,2017,,,,,,,,,,,,,,,,,6.39,7.64,4.63,1.23,31.76,15.93,14.2,0.36,2.64,0.38,0.78,4.23,2.1,0.74,4.52,6.03
VERMONT,26+,2013,41,60,38,6,261,78,87,,,,,,,,,,,,,,,,,,,,,,,,,
UTAH,26+,2016,,,,,,,,,,,,,,,,,5.88,6.87,3.86,0.85,32.37,16.18,14.09,0.29,2.9,0.31,,4.37,1.72,0.81,3.69,5.11
VERMONT,12+,2014,79,108,72,12,332,127,115,,,,,,,,,,,,,,,,,,,,,,,,,
VERMONT,12+,2018,111,138,105,19,340,150,104,8,23,4,3,21,22,5,40,55,,,,,,,,,,,,,,,,
VERMONT,12+,2019,115,148,108,17,332,142,96,8,22,3,4,19,22,4,37,53,,,,,,,,,,,,,,,,
UTAH,18+,2017,,,,,,,,,,,,,,,,,8.32,10.58,6.47,1.85,32.54,18,14.84,1.4,3.21,0.41,0.89,4.83,2.99,0.83,5.33,7.19
VERMONT,18+,2013,63,95,59,10,312,111,113,,,,,,,,,,,,,,,,,,,,,,,,,
UTAH,18+,2016,,,,,,,,,,,,,,,,,7.57,9.62,5.38,1.34,33.29,18.32,14.92,1.26,3.48,0.34,,5.1,2.67,0.95,4.62,6.35
VERMONT,17-Dec,2014,6,8,5,0,6,3,3,,,,,,,,,,,,,,,,,,,,,,,,,
VERMONT,17-Dec,2018,6,9,5,0,6,3,2,3,1,0,0,1,2,0,1,2,,,,,,,,,,,,,,,,
VERMONT,17-Dec,2019,6,9,5,0,6,3,2,3,1,0,0,1,2,0,1,2,,,,,,,,,,,,,,,,
VERMONT,12+,2017,105,129,101,19,337,148,112,7,26,3,3,23,20,4,39,52,,,,,,,,,,,,,,,,
VERMONT,12+,2013,,,,,,,,,,,,,,,,,12.68,19.1,11.76,2,58.82,21.16,21.42,,,,,,,,,
VERMONT,12+,2016,99,118,92,16,327,146,121,7,25,3,,26,21,5,37,50,,,,,,,,,,,,,,,,
VERMONT,18-25,2014,24,34,23,5,53,35,24,,,,,,,,,,,,,,,,,,,,,,,,,
VERMONT,18-25,2018,29,38,28,8,52,36,22,4,8,1,1,5,8,1,11,16,,,,,,,,,,,,,,,,
VERMONT,18-25,2019,29,38,29,7,50,33,18,4,6,0,1,4,7,1,9,14,,,,,,,,,,,,,,,,
VERMONT,17-Dec,2017,5,8,5,0,6,3,2,2,1,0,0,1,2,0,1,2,,,,,,,,,,,,,,,,
VERMONT,17-Dec,2013,,,,,,,,,,,,,,,,,13.69,19.78,11.34,0.82,14.83,8.67,8.11,,,,,,,,,
VERMONT,17-Dec,2016,5,7,4,0,6,3,3,2,1,0,,1,2,0,1,2,,,,,,,,,,,,,,,,
VERMONT,26+,2014,49,66,44,6,273,89,88,,,,,,,,,,,,,,,,,,,,,,,,,
VERMONT,26+,2018,76,91,72,10,281,112,80,1,14,3,2,14,12,4,29,37,,,,,,,,,,,,,,,,
VERMONT,26+,2019,80,100,74,10,277,106,76,1,14,3,3,14,13,3,27,37,,,,,,,,,,,,,,,,
VERMONT,18-25,2017,30,37,29,9,53,37,25,3,11,1,1,6,8,1,12,17,,,,,,,,,,,,,,,,
VERMONT,18-25,2013,,,,,,,,,,,,,,,,,30.02,46.77,28.74,6.35,69.27,45.13,35.13,,,,,,,,,
VERMONT,18-25,2016,30,36,29,8,52,36,27,3,10,1,,7,8,1,11,16,,,,,,,,,,,,,,,,
VERMONT,18+,2014,73,100,67,12,326,123,112,,,,,,,,,,,,,,,,,,,,,,,,,
VERMONT,18+,2018,105,129,100,18,334,147,102,5,22,4,3,20,20,4,39,53,,,,,,,,,,,,,,,,
VERMONT,18+,2019,110,139,102,16,327,139,94,5,20,3,4,18,20,4,36,51,,,,,,,,,,,,,,,,
VERMONT,26+,2017,70,85,68,10,279,109,84,1,14,2,2,16,10,3,26,33,,,,,,,,,,,,,,,,
VERMONT,26+,2013,,,,,,,,,,,,,,,,,9.6,14.27,8.88,1.37,61.68,18.37,20.47,,,,,,,,,
VERMONT,26+,2016,64,76,60,8,270,107,92,1,14,2,,17,11,3,24,32,,,,,,,,,,,,,,,,
VERMONT,12+,2014,,,,,,,,,,,,,,,,,14.46,19.97,13.24,2.25,61.2,23.36,21.23,,,,,,,,,
VERMONT,12+,2018,,,,,,,,,,,,,,,,,20.3,25.33,19.3,3.42,62.44,27.59,19.18,4.01,4.3,0.65,0.6,3.8,4.06,0.85,7.42,10.14
VERMONT,12+,2019,,,,,,,,,,,,,,,,,21.13,27.04,19.74,3.06,60.89,26.06,17.55,4.19,3.95,0.54,0.68,3.52,4,0.75,6.84,9.75
VERMONT,18+,2017,100,122,97,19,331,145,109,4,25,3,3,22,19,4,38,50,,,,,,,,,,,,,,,,
VERMONT,18+,2013,,,,,,,,,,,,,,,,,12.59,19.04,11.8,2.1,62.8,22.29,22.62,,,,,,,,,
VERMONT,18+,2016,94,112,88,16,321,143,119,4,25,3,,25,19,5,36,48,,,,,,,,,,,,,,,,
VERMONT,17-Dec,2014,,,,,,,,,,,,,,,,,12.73,18.27,11.4,0.78,13.76,7.45,7.03,,,,,,,,,
VERMONT,17-Dec,2018,,,,,,,,,,,,,,,,,13.92,20.69,12.67,0.81,15.21,7.42,5.49,9.57,3.13,0.09,0.25,2.61,4.38,0.48,2.91,5.61
VERMONT,17-Dec,2019,,,,,,,,,,,,,,,,,14.14,21.13,12.84,0.68,13.58,7.51,4.56,9.31,2.64,0.05,0.28,2.35,4.57,0.46,2.56,5.5
VERMONT,12+,2017,,,,,,,,,,,,,,,,,19.41,23.84,18.64,3.5,62.09,27.32,20.55,3.35,4.71,0.48,0.49,4.22,3.76,0.76,7.26,9.64
VIRGINIA,12+,2013,544,839,425,101,3734,1502,1531,,,,,,,,,,,,,,,,,,,,,,,,,
VERMONT,12+,2016,,,,,,,,,,,,,,,,,18.2,21.79,16.96,3.02,60.17,26.9,22.33,3.08,4.68,0.56,,4.81,3.79,0.9,6.8,9.26
VERMONT,18-25,2014,,,,,,,,,,,,,,,,,32.3,46.28,30.6,7.37,71.5,46.76,32.51,,,,,,,,,
VERMONT,18-25,2018,,,,,,,,,,,,,,,,,38.41,51.44,37.67,11.06,70.49,47.92,29.32,14.66,10.39,0.85,1,7.07,10.54,1.02,14.34,20.98
VERMONT,18-25,2019,,,,,,,,,,,,,,,,,39.7,52.18,38.99,9.09,67.67,45.24,24.68,15.54,8.56,0.56,1.05,5.44,9.95,0.8,12.28,18.34
VERMONT,17-Dec,2017,,,,,,,,,,,,,,,,,11.8,17.88,10.75,0.93,13.62,7.15,5.75,7.25,2.4,0.08,0.13,2.76,3.99,0.42,2.53,5.47
VIRGINIA,17-Dec,2013,48,88,38,3,74,39,38,,,,,,,,,,,,,,,,,,,,,,,,,
VERMONT,17-Dec,2016,,,,,,,,,,,,,,,,,10.9,15.64,9.44,1.14,12.86,7.82,6.23,6.53,2.15,0.15,,3.24,3.87,0.4,2.6,5.41
VERMONT,26+,2014,,,,,,,,,,,,,,,,,11.55,15.57,10.42,1.51,64.35,20.95,20.75,,,,,,,,,
VERMONT,26+,2018,,,,,,,,,,,,,,,,,17.79,21.27,16.76,2.35,65.64,26.03,18.75,0.88,3.36,0.67,0.56,3.35,2.91,0.86,6.67,8.7
VERMONT,26+,2019,,,,,,,,,,,,,,,,,18.62,23.31,17.11,2.25,64.25,24.56,17.57,1.14,3.29,0.59,0.66,3.3,2.93,0.77,6.31,8.69
VERMONT,18-25,2017,,,,,,,,,,,,,,,,,40.32,50.08,38.8,12.24,70.91,49.25,33.38,12.14,14.55,1.05,1.27,8.02,11.17,1.26,16.03,22.65
VIRGINIA,18-25,2013,177,291,152,30,571,367,284,,,,,,,,,,,,,,,,,,,,,,,,,
VERMONT,18-25,2016,,,,,,,,,,,,,,,,,40,48.06,38.16,10.83,69,47.52,35.63,12.4,13.92,1.19,,9.71,10.99,1.82,15.21,21.89
VERMONT,18+,2014,,,,,,,,,,,,,,,,,14.62,20.11,13.4,2.37,65.4,24.77,22.49,,,,,,,,,
VERMONT,18+,2018,,,,,,,,,,,,,,,,,20.82,25.71,19.84,3.63,66.34,29.25,20.31,2.96,4.4,0.7,0.63,3.9,4.03,0.88,7.8,10.51
VERMONT,18+,2019,,,,,,,,,,,,,,,,,21.7,27.52,20.3,3.25,64.74,27.57,18.6,3.25,4.06,0.59,0.72,3.61,3.95,0.78,7.18,10.1
VERMONT,26+,2017,,,,,,,,,,,,,,,,,16.53,19.86,15.91,2.23,65.34,25.5,19.77,0.88,3.23,0.42,0.39,3.71,2.45,0.7,6.2,7.79
VIRGINIA,26+,2013,319,460,236,67,3088,1097,1209,,,,,,,,,,,,,,,,,,,,,,,,,
VERMONT,26+,2016,,,,,,,,,,,,,,,,,15.12,17.81,14,1.84,63.39,25.21,21.62,0.7,3.32,0.49,,4.1,2.52,0.79,5.75,7.44
VIRGINIA,12+,2014,562,891,469,108,3607,1578,1543,,,,,,,,,,,,,,,,,,,,,,,,,
VIRGINIA,12+,2018,609,841,512,128,3595,1606,1093,66,205,24,26,244,179,43,364,492,,,,,,,,,,,,,,,,
VIRGINIA,12+,2019,654,866,559,127,3621,1614,1169,78,200,18,28,240,211,33,358,496,,,,,,,,,,,,,,,,
VERMONT,18+,2017,,,,,,,,,,,,,,,,,20.05,24.34,19.3,3.72,66.16,29.02,21.79,2.6,4.91,0.51,0.53,4.35,3.74,0.79,7.65,9.99
VIRGINIA,18+,2013,496,751,388,98,3660,1463,1493,,,,,,,,,,,,,,,,,,,,,,,,,
VERMONT,18+,2016,,,,,,,,,,,,,,,,,18.83,22.32,17.6,3.18,64.22,28.53,23.7,2.41,4.9,0.59,,4.94,3.78,0.94,7.16,9.59
VIRGINIA,17-Dec,2014,46,79,37,3,70,36,31,,,,,,,,,,,,,,,,,,,,,,,,,
VIRGINIA,17-Dec,2018,44,67,35,2,57,30,18,27,14,0,1,15,16,2,10,22,,,,,,,,,,,,,,,,
VIRGINIA,17-Dec,2019,44,61,34,2,57,29,18,29,14,0,1,15,20,2,10,23,,,,,,,,,,,,,,,,
VIRGINIA,12+,2017,575,824,486,135,3658,1641,1190,69,211,25,26,269,192,43,384,518,,,,,,,,,,,,,,,,
VIRGINIA,12+,2013,,,,,,,,,,,,,,,,,8.04,12.39,6.29,1.49,55.15,22.19,22.61,,,,,,,,,
VIRGINIA,12+,2016,575,768,476,103,3613,1704,1355,73,204,26,,288,180,45,396,512,,,,,,,,,,,,,,,,
VIRGINIA,18-25,2014,178,290,160,34,556,369,273,,,,,,,,,,,,,,,,,,,,,,,,,
VIRGINIA,18-25,2018,192,275,170,45,497,322,202,29,57,4,4,58,60,7,89,131,,,,,,,,,,,,,,,,
VIRGINIA,18-25,2019,196,287,176,45,507,314,185,34,53,3,5,52,72,5,82,131,,,,,,,,,,,,,,,,
VIRGINIA,17-Dec,2017,42,65,34,3,60,30,21,26,14,0,1,20,16,3,12,23,,,,,,,,,,,,,,,,
VIRGINIA,17-Dec,2013,,,,,,,,,,,,,,,,,7.73,14.16,6.05,0.5,11.96,6.26,6.13,,,,,,,,,
VIRGINIA,17-Dec,2016,43,66,34,3,64,33,24,28,15,0,,22,17,3,13,23,,,,,,,,,,,,,,,,
VIRGINIA,26+,2014,339,523,272,71,2981,1174,1240,,,,,,,,,,,,,,,,,,,,,,,,,
VIRGINIA,26+,2018,372,498,307,80,3041,1254,873,10,134,20,21,171,103,33,265,339,,,,,,,,,,,,,,,,
VIRGINIA,26+,2019,415,518,349,80,3057,1271,966,16,133,15,22,174,119,25,267,342,,,,,,,,,,,,,,,,
VIRGINIA,18-25,2017,182,272,162,46,517,342,209,32,59,6,6,62,65,7,95,141,,,,,,,,,,,,,,,,
VIRGINIA,18-25,2013,,,,,,,,,,,,,,,,,19.78,32.53,17.03,3.39,63.94,41.03,31.78,,,,,,,,,
VIRGINIA,18-25,2016,176,274,159,38,547,362,237,35,59,7,,65,59,8,96,136,,,,,,,,,,,,,,,,
VIRGINIA,18+,2014,516,813,432,104,3537,1543,1512,,,,,,,,,,,,,,,,,,,,,,,,,
VIRGINIA,18+,2018,564,773,477,126,3538,1576,1075,39,191,24,25,229,163,40,354,470,,,,,,,,,,,,,,,,
VIRGINIA,18+,2019,610,805,525,125,3564,1585,1152,50,187,18,27,225,191,31,349,473,,,,,,,,,,,,,,,,
VIRGINIA,26+,2017,350,486,290,86,3081,1268,960,11,137,19,19,188,111,33,277,354,,,,,,,,,,,,,,,,
VIRGINIA,26+,2013,,,,,,,,,,,,,,,,,6.08,8.76,4.49,1.28,58.76,20.86,23,,,,,,,,,
VIRGINIA,26+,2016,356,429,283,62,3002,1309,1094,10,130,19,,200,103,34,286,354,,,,,,,,,,,,,,,,
VIRGINIA,12+,2014,,,,,,,,,,,,,,,,,8.23,13.04,6.86,1.57,52.75,23.09,22.57,,,,,,,,,
VIRGINIA,12+,2018,,,,,,,,,,,,,,,,,8.64,11.93,7.27,1.82,51.02,22.8,15.51,1.68,2.91,0.34,0.37,3.46,2.54,0.61,5.17,6.99
VIRGINIA,12+,2019,,,,,,,,,,,,,,,,,9.24,12.23,7.89,1.8,51.14,22.79,16.51,1.89,2.83,0.26,0.4,3.39,2.98,0.47,5.06,7.01
VIRGINIA,18+,2017,533,759,452,132,3598,1611,1169,44,196,25,25,249,175,40,372,495,,,,,,,,,,,,,,,,
VIRGINIA,18+,2013,,,,,,,,,,,,,,,,,8.07,12.22,6.31,1.59,59.51,23.79,24.27,,,,,,,,,
VIRGINIA,18+,2016,532,702,443,100,3549,1671,1332,45,189,26,,265,162,42,383,489,,,,,,,,,,,,,,,,
VIRGINIA,17-Dec,2014,,,,,,,,,,,,,,,,,7.37,12.64,5.89,0.51,11.2,5.71,4.99,,,,,,,,,
VIRGINIA,17-Dec,2018,,,,,,,,,,,,,,,,,7.05,10.69,5.64,0.37,9.13,4.77,2.78,4.66,2.19,0.04,0.15,2.33,2.53,0.37,1.63,3.56
VIRGINIA,17-Dec,2019,,,,,,,,,,,,,,,,,6.99,9.65,5.41,0.31,9.07,4.64,2.79,4.87,2.17,0.02,0.14,2.3,3.14,0.38,1.52,3.71
VIRGINIA,12+,2017,,,,,,,,,,,,,,,,,8.22,11.78,6.96,1.93,52.31,23.47,17.02,1.82,3.01,0.36,0.37,3.85,2.74,0.62,5.49,7.41
WASHINGTON,12+,2013,792,1008,708,98,3093,1200,1144,,,,,,,,,,,,,,,,,,,,,,,,,
VIRGINIA,12+,2016,,,,,,,,,,,,,,,,,8.28,11.06,6.86,1.48,52.02,24.53,19.52,1.86,2.94,0.38,,4.14,2.58,0.65,5.7,7.38
VIRGINIA,18-25,2014,,,,,,,,,,,,,,,,,19.84,32.31,17.85,3.74,62.04,41.11,30.41,,,,,,,,,
VIRGINIA,18-25,2018,,,,,,,,,,,,,,,,,21.97,31.48,19.5,5.19,56.81,36.84,23.13,6.5,6.49,0.5,0.49,6.65,6.88,0.84,10.15,15.01
VIRGINIA,18-25,2019,,,,,,,,,,,,,,,,,22.5,32.96,20.26,5.2,58.33,36.08,21.32,7.53,6.15,0.33,0.58,5.94,8.3,0.61,9.4,15.02
VIRGINIA,17-Dec,2017,,,,,,,,,,,,,,,,,6.73,10.35,5.48,0.43,9.62,4.83,3.36,4.52,2.27,0.02,0.11,3.15,2.57,0.47,1.9,3.65
WASHINGTON,17-Dec,2013,61,87,52,4,61,36,35,,,,,,,,,,,,,,,,,,,,,,,,,
VIRGINIA,17-Dec,2016,,,,,,,,,,,,,,,,,6.87,10.51,5.35,0.43,10.2,5.32,3.77,4.92,2.46,0.01,,3.58,2.75,0.53,2.08,3.71
VIRGINIA,26+,2014,,,,,,,,,,,,,,,,,6.37,9.83,5.12,1.33,56.05,22.08,23.31,,,,,,,,,
VIRGINIA,26+,2018,,,,,,,,,,,,,,,,,6.72,8.99,5.53,1.45,54.87,22.63,15.75,0.37,2.42,0.35,0.37,3.09,1.86,0.6,4.78,6.11
VIRGINIA,26+,2019,,,,,,,,,,,,,,,,,7.43,9.29,6.25,1.43,54.77,22.77,17.31,0.53,2.39,0.28,0.4,3.11,2.13,0.45,4.78,6.13
VIRGINIA,18-25,2017,,,,,,,,,,,,,,,,,20.77,30.99,18.47,5.26,58.85,39.01,23.78,7.06,6.77,0.72,0.69,7.04,7.38,0.81,10.77,16.1
WASHINGTON,18-25,2013,204,277,189,39,448,286,226,,,,,,,,,,,,,,,,,,,,,,,,,
VIRGINIA,18-25,2016,,,,,,,,,,,,,,,,,19.81,30.81,17.94,4.31,61.6,40.75,26.72,7.61,6.61,0.76,,7.36,6.66,0.88,10.85,15.27
VIRGINIA,18+,2014,,,,,,,,,,,,,,,,,8.31,13.08,6.96,1.68,56.91,24.83,24.33,,,,,,,,,
VIRGINIA,18+,2018,,,,,,,,,,,,,,,,,8.8,12.05,7.43,1.96,55.13,24.56,16.76,1.19,2.98,0.37,0.39,3.57,2.54,0.63,5.52,7.32
VIRGINIA,18+,2019,,,,,,,,,,,,,,,,,9.46,12.48,8.13,1.94,55.25,24.57,17.85,1.42,2.9,0.28,0.42,3.49,2.96,0.47,5.41,7.33
VIRGINIA,26+,2017,,,,,,,,,,,,,,,,,6.39,8.87,5.28,1.57,56.16,23.12,17.5,0.41,2.5,0.34,0.35,3.42,2.01,0.6,5.05,6.45
WASHINGTON,26+,2013,527,643,468,55,2584,878,882,,,,,,,,,,,,,,,,,,,,,,,,,
VIRGINIA,26+,2016,,,,,,,,,,,,,,,,,6.55,7.89,5.22,1.15,55.28,24.1,20.15,0.33,2.39,0.35,,3.68,1.9,0.63,5.28,6.51
WASHINGTON,12+,2014,828,1105,747,112,3136,1187,1160,,,,,,,,,,,,,,,,,,,,,,,,,
WASHINGTON,12+,2018,1118,1467,1024,154,3539,1358,1098,110,221,19,50,258,216,41,368,514,,,,,,,,,,,,,,,,
WASHINGTON,12+,2019,1235,1624,1127,144,3497,1370,1081,105,233,23,47,256,199,38,368,527,,,,,,,,,,,,,,,,
VIRGINIA,18+,2017,,,,,,,,,,,,,,,,,8.37,11.92,7.1,2.08,56.53,25.31,18.37,1.35,3.09,0.39,0.4,3.92,2.75,0.63,5.84,7.78
WASHINGTON,18+,2013,732,921,656,94,3032,1164,1108,,,,,,,,,,,,,,,,,,,,,,,,,
VIRGINIA,18+,2016,,,,,,,,,,,,,,,,,8.42,11.11,7.01,1.59,56.17,26.44,21.08,1.34,2.99,0.41,,4.2,2.57,0.66,6.06,7.74
WASHINGTON,17-Dec,2014,60,93,53,4,55,30,30,,,,,,,,,,,,,,,,,,,,,,,,,
WASHINGTON,17-Dec,2018,61,87,54,3,60,30,19,28,15,0,1,17,21,3,13,27,,,,,,,,,,,,,,,,
WASHINGTON,17-Dec,2019,61,89,54,3,54,27,13,29,13,0,1,14,19,2,11,26,,,,,,,,,,,,,,,,
WASHINGTON,12+,2017,1034,1378,938,143,3388,1392,1012,94,236,26,45,303,215,42,373,525,,,,,,,,,,,,,,,,
WASHINGTON,12+,2013,,,,,,,,,,,,,,,,,13.74,17.48,12.28,1.7,53.64,20.8,19.83,,,,,,,,,
WASHINGTON,12+,2016,818,1140,724,117,3364,1415,957,76,215,28,,324,192,48,345,492,,,,,,,,,,,,,,,,
WASHINGTON,18-25,2014,202,271,181,41,438,264,207,,,,,,,,,,,,,,,,,,,,,,,,,
WASHINGTON,18-25,2018,232,328,224,50,443,258,144,44,48,4,9,46,67,6,82,124,,,,,,,,,,,,,,,,
WASHINGTON,18-25,2019,244,336,235,46,393,220,125,41,42,3,6,38,59,5,75,115,,,,,,,,,,,,,,,,
WASHINGTON,17-Dec,2017,56,80,48,4,54,27,18,27,15,0,1,18,22,3,12,28,,,,,,,,,,,,,,,,
WASHINGTON,17-Dec,2013,,,,,,,,,,,,,,,,,11.46,16.48,9.81,0.68,11.6,6.81,6.64,,,,,,,,,
WASHINGTON,17-Dec,2016,52,72,42,4,47,26,19,26,14,0,,20,22,3,12,29,,,,,,,,,,,,,,,,
WASHINGTON,26+,2014,566,741,512,67,2643,893,923,,,,,,,,,,,,,,,,,,,,,,,,,
WASHINGTON,26+,2018,825,1052,746,100,3037,1069,935,38,157,15,40,195,128,33,272,363,,,,,,,,,,,,,,,,
WASHINGTON,26+,2019,931,1199,838,95,3050,1123,942,34,178,19,40,204,121,31,282,385,,,,,,,,,,,,,,,,
WASHINGTON,18-25,2017,204,312,196,48,447,280,163,38,53,5,9,52,59,6,78,114,,,,,,,,,,,,,,,,
WASHINGTON,18-25,2013,,,,,,,,,,,,,,,,,27.65,37.57,25.56,5.3,60.68,38.72,30.68,,,,,,,,,
WASHINGTON,18-25,2016,184,284,174,43,428,270,172,32,54,6,,58,53,9,80,111,,,,,,,,,,,,,,,,
WASHINGTON,18+,2014,767,1012,693,108,3080,1158,1130,,,,,,,,,,,,,,,,,,,,,,,,,
WASHINGTON,18+,2018,1057,1380,971,150,3479,1328,1079,82,205,19,49,241,196,39,354,487,,,,,,,,,,,,,,,,
WASHINGTON,18+,2019,1174,1535,1073,141,3443,1343,1067,75,221,22,46,242,181,36,357,500,,,,,,,,,,,,,,,,
WASHINGTON,26+,2017,774,986,694,91,2887,1085,831,29,168,20,35,233,133,33,283,383,,,,,,,,,,,,,,,,
WASHINGTON,26+,2013,,,,,,,,,,,,,,,,,11.72,14.3,10.39,1.23,57.44,19.51,19.6,,,,,,,,,
WASHINGTON,26+,2016,581,784,508,70,2889,1120,766,18,148,21,,246,117,36,253,352,,,,,,,,,,,,,,,,
WASHINGTON,12+,2014,,,,,,,,,,,,,,,,,14.17,18.92,12.79,1.92,53.71,20.33,19.86,,,,,,,,,
WASHINGTON,12+,2018,,,,,,,,,,,,,,,,,17.89,23.48,16.39,2.46,56.64,21.74,17.58,3.59,3.53,0.3,0.8,4.13,3.46,0.66,5.89,8.22
WASHINGTON,12+,2019,,,,,,,,,,,,,,,,,19.46,25.58,17.75,2.26,55.08,21.58,17.02,3.51,3.68,0.36,0.74,4.03,3.14,0.6,5.79,8.3
WASHINGTON,18+,2017,978,1298,890,139,3334,1365,994,67,222,26,44,284,192,39,361,497,,,,,,,,,,,,,,,,
WASHINGTON,18+,2013,,,,,,,,,,,,,,,,,13.97,17.58,12.53,1.8,57.89,22.21,21.16,,,,,,,,,
WASHINGTON,18+,2016,766,1068,682,113,3317,1389,938,50,202,27,,304,170,45,333,463,,,,,,,,,,,,,,,,
WASHINGTON,17-Dec,2014,,,,,,,,,,,,,,,,,11.39,17.53,10.06,0.73,10.44,5.56,5.57,,,,,,,,,
WASHINGTON,17-Dec,2018,,,,,,,,,,,,,,,,,11.31,16.11,9.94,0.63,11.13,5.57,3.57,6.24,2.82,0.06,0.2,3.2,3.83,0.47,2.49,5.01
WASHINGTON,17-Dec,2019,,,,,,,,,,,,,,,,,11.19,16.38,9.92,0.53,9.96,4.88,2.43,6.35,2.35,0.03,0.16,2.5,3.39,0.37,2.01,4.84
WASHINGTON,12+,2017,,,,,,,,,,,,,,,,,16.87,22.49,15.3,2.33,55.23,22.71,16.5,2.91,3.86,0.42,0.73,4.94,3.5,0.69,6.09,8.56
WEST VIRGINIA,12+,2013,100,159,80,23,601,306,480,,,,,,,,,,,,,,,,,,,,,,,,,
WASHINGTON,12+,2016,,,,,,,,,,,,,,,,,13.58,18.93,12.02,1.94,55.8,23.48,15.89,2.44,3.58,0.46,,5.37,3.19,0.79,5.73,8.17
WASHINGTON,18-25,2014,,,,,,,,,,,,,,,,,27.2,36.5,24.47,5.54,59.03,35.67,27.93,,,,,,,,,
WASHINGTON,18-25,2018,,,,,,,,,,,,,,,,,31.44,44.5,30.44,6.85,60.08,35.07,19.55,12.51,6.56,0.54,1.22,6.21,9.14,0.82,11.13,16.78
WASHINGTON,18-25,2019,,,,,,,,,,,,,,,,,32.99,45.5,31.8,6.22,53.19,29.87,16.96,11.45,5.72,0.4,0.85,5.15,8.06,0.68,10.18,15.58
WASHINGTON,17-Dec,2017,,,,,,,,,,,,,,,,,10.5,14.97,8.96,0.7,10.05,5.02,3.4,5.81,2.71,0.07,0.19,3.45,4.16,0.54,2.29,5.18
WEST VIRGINIA,17-Dec,2013,9,15,7,1,15,10,12,,,,,,,,,,,,,,,,,,,,,,,,,
WASHINGTON,17-Dec,2016,,,,,,,,,,,,,,,,,9.78,13.54,7.93,0.79,8.86,4.83,3.61,5.39,2.57,0.08,,3.71,4.11,0.52,2.3,5.43
WASHINGTON,26+,2014,,,,,,,,,,,,,,,,,12.39,16.23,11.21,1.47,57.87,19.56,20.21,,,,,,,,,
WASHINGTON,26+,2018,,,,,,,,,,,,,,,,,16.59,21.16,15.01,2.01,61.08,21.51,18.81,1.48,3.16,0.29,0.8,3.93,2.58,0.66,5.48,7.3
WASHINGTON,26+,2019,,,,,,,,,,,,,,,,,18.37,23.67,16.54,1.87,60.21,22.17,18.6,1.41,3.52,0.38,0.78,4.03,2.4,0.61,5.56,7.61
WASHINGTON,18-25,2017,,,,,,,,,,,,,,,,,27.56,42.12,26.48,6.52,60.41,37.9,21.96,10.3,7.21,0.72,1.2,6.97,7.99,0.82,10.55,15.44
WEST VIRGINIA,18-25,2013,33,50,28,7,99,70,73,,,,,,,,,,,,,,,,,,,,,,,,,
WASHINGTON,18-25,2016,,,,,,,,,,,,,,,,,24.72,38.12,23.3,5.75,57.37,36.15,23.08,8.54,7.18,0.81,,7.82,7.17,1.16,10.7,14.93
